study_hours,revision_time,previous_grade,attendance_rate,understanding_level,sleep_hours,phone_time,stress_level,motivation_level,focus_level,pass_exam
6,1,55,74,7,7,1,1,2,10,1
5,0,45,95,3,6,4,3,1,7,0
0,0,87,94,7,4,2,9,2,5,0
2,3,50,83,1,5,1,5,9,8,1
0,2,97,69,2,7,3,6,6,10,1
0,0,91,56,4,6,3,7,3,7,0
3,2,42,82,7,7,1,3,10,8,1
1,2,67,84,9,7,0,7,7,2,1
2,2,80,78,5,6,4,3,1,10,1
4,2,54,61,8,5,4,6,8,9,1
4,2,99,54,7,7,1,8,10,6,1
6,1,52,61,5,5,2,7,7,6,1
0,3,81,78,3,5,5,5,3,6,0
7,2,91,84,3,4,4,6,4,1,1
3,1,95,69,6,6,4,4,7,7,1
7,0,84,86,10,4,3,2,4,2,1
3,2,56,50,4,8,3,7,5,2,0
4,0,46,65,3,4,3,4,1,5,0
6,2,67,79,4,7,5,6,5,6,1
6,1,77,58,3,7,4,10,10,1,0
6,1,52,91,10,7,4,2,10,1,1
2,1,99,59,6,8,5,2,4,1,0
1,3,56,62,7,5,4,6,3,7,0
2,0,54,97,4,7,2,8,9,1,0
5,3,75,69,3,4,2,1,1,9,1
5,2,67,78,3,5,2,10,10,3,1
7,0,54,53,3,4,0,7,5,10,1
1,1,85,95,9,4,4,6,10,2,0
4,0,92,98,3,7,5,5,2,6,0
1,1,50,77,3,4,4,10,5,2,0
3,3,95,86,8,8,5,8,5,5,1
5,3,70,62,4,5,1,1,10,5,1
0,1,43,52,7,7,1,5,1,9,0
0,1,74,86,3,7,0,6,4,4,0
4,2,73,97,8,4,1,4,7,8,1
3,3,91,68,3,4,2,10,1,7,1
7,3,66,77,5,6,0,10,10,7,1
2,2,49,68,1,6,0,2,2,1,0
3,3,69,66,5,7,0,8,4,6,1
0,1,84,67,6,7,3,5,10,6,1
0,0,59,67,7,4,1,10,2,10,0
7,0,68,72,2,8,4,6,2,8,0
5,3,97,89,2,8,3,9,1,6,1
3,2,92,99,9,4,5,2,2,8,1
3,1,68,58,10,6,2,5,3,6,1
0,0,62,78,1,6,3,1,4,8,0
2,1,96,100,2,8,2,3,1,5,1
4,3,89,91,2,7,4,6,1,9,1
6,3,60,78,10,4,4,8,7,4,1
4,0,87,51,7,7,1,5,5,6,1
3,3,82,66,6,6,5,4,7,2,1
4,2,49,94,9,8,3,5,10,3,1
0,3,80,80,7,7,4,4,9,4,1
0,3,51,77,3,6,2,2,1,3,0
7,3,69,92,3,6,4,1,8,7,1
3,1,90,97,1,6,1,8,10,9,1
7,1,72,88,8,7,2,1,4,6,1
3,0,57,79,1,5,0,2,9,3,0
6,0,53,84,2,8,5,5,2,9,0
6,0,61,97,7,6,1,8,9,1,1
5,3,60,100,1,7,1,10,8,5,1
3,1,40,69,4,4,0,3,6,10,1
2,2,88,65,9,8,5,9,5,10,1
4,3,82,83,8,4,4,6,3,5,1
3,3,91,63,8,4,1,3,1,2,1
1,3,99,75,3,7,0,10,6,5,1
5,2,54,69,5,5,5,7,10,1,0
1,0,75,91,4,7,0,7,5,1,0
0,2,86,100,8,7,5,7,8,4,1
6,0,93,73,7,8,1,4,1,6,1
4,2,61,92,7,7,3,6,10,2,1
3,1,71,67,10,8,1,3,1,5,1
1,3,97,92,10,6,5,4,7,10,1
4,3,85,58,7,8,3,3,8,5,1
0,3,93,68,1,7,4,3,10,3,1
6,0,72,69,7,6,0,1,1,4,1
2,2,97,91,4,6,2,5,9,2,1
5,1,80,79,3,5,1,3,7,7,1
4,2,98,75,5,7,2,1,7,3,1
4,3,78,80,2,4,4,9,8,6,1
2,1,62,84,8,7,1,4,8,9,1
4,1,82,52,9,4,2,9,1,7,0
0,3,94,89,5,5,4,2,4,4,1
0,2,41,78,3,7,3,2,9,2,0
2,3,41,55,10,5,4,4,3,7,1
5,2,77,50,7,4,1,4,6,8,1
3,1,94,73,1,8,5,5,4,3,0
1,1,90,87,10,7,5,1,1,7,1
3,3,68,83,3,6,5,5,3,1,0
4,1,91,100,9,6,1,10,3,8,1
1,0,85,56,2,5,1,2,3,7,0
7,1,99,60,9,8,4,5,6,6,1
2,0,42,60,1,6,1,10,9,3,0
2,1,78,85,4,6,4,10,7,4,0
5,3,46,69,10,7,5,6,7,8,1
1,3,75,65,6,6,0,3,1,1,1
0,0,68,54,7,4,0,4,9,2,0
1,3,94,73,3,5,0,5,4,1,1
4,1,76,79,9,6,2,6,8,4,1
0,1,88,79,4,7,0,9,1,6,0
6,3,97,88,5,4,0,9,8,5,1
6,1,75,97,8,6,4,6,9,6,1
7,2,62,96,3,5,4,1,5,2,1
6,2,84,86,8,5,5,6,7,5,1
2,1,55,82,1,5,1,10,10,1,0
1,3,87,69,8,6,1,3,2,6,1
6,0,70,71,10,4,1,5,1,4,1
3,3,73,90,8,8,5,5,6,10,1
5,0,89,70,6,5,4,10,9,9,0
3,3,40,86,5,4,4,4,1,3,0
6,1,57,76,9,7,0,3,10,3,1
7,2,97,87,6,7,3,1,1,9,1
5,3,79,84,1,4,4,7,4,4,1
4,0,82,87,6,7,5,8,10,7,1
3,2,95,89,1,7,3,5,6,10,1
7,0,95,55,6,5,4,8,9,2,0
1,1,54,81,3,6,5,4,2,1,0
1,2,87,65,6,6,4,8,5,10,1
3,0,88,77,6,6,2,3,7,1,1
6,3,56,65,1,6,3,8,4,6,1
7,1,83,76,9,4,2,6,6,4,1
1,1,49,52,8,5,0,9,6,2,0
4,1,59,98,2,4,2,5,4,7,0
0,3,45,70,2,7,2,1,4,8,1
6,3,47,87,5,5,5,8,9,7,1
7,2,84,87,10,8,0,3,1,10,1
4,3,73,79,2,6,3,5,5,9,1
7,2,71,71,1,7,1,2,9,1,1
5,1,90,68,2,6,4,7,9,10,1
4,2,93,80,5,6,5,5,9,6,1
6,0,81,69,10,6,3,7,2,8,1
5,1,43,96,7,8,0,7,7,9,1
6,1,83,68,5,7,2,5,10,8,1
1,2,89,51,1,6,1,5,8,6,1
0,1,78,89,7,6,2,9,1,8,0
6,3,59,88,6,5,4,3,2,8,1
6,0,63,76,7,6,0,8,1,1,1
1,2,63,57,2,5,1,1,9,8,1
2,2,94,94,5,7,3,4,10,7,1
1,1,65,76,8,7,3,2,5,8,1
5,3,64,64,7,7,0,3,4,8,1
1,1,75,61,6,5,0,6,8,10,1
1,1,46,96,6,8,5,4,3,10,0
0,2,49,63,1,8,2,1,8,6,0
1,1,97,56,1,6,1,5,3,9,0
7,0,86,66,7,7,4,3,6,3,1
6,1,51,75,3,4,0,2,4,10,1
7,1,40,86,6,6,1,4,8,1,1
0,2,91,69,5,8,5,4,7,9,1
3,1,89,59,3,8,0,3,5,10,1
2,3,64,68,6,7,0,5,3,10,1
7,2,55,67,3,5,3,5,5,2,1
0,1,44,79,8,6,1,8,4,3,0
5,0,58,79,7,5,3,10,8,4,0
3,0,43,74,9,8,5,7,5,8,0
0,2,45,73,5,7,3,9,10,9,0
0,2,65,59,1,8,5,7,10,3,0
2,1,88,51,10,7,1,2,5,2,1
6,3,78,87,8,4,5,3,2,2,1
7,1,95,81,2,5,5,6,9,9,1
5,0,94,84,6,6,3,1,6,8,1
4,3,78,100,1,7,2,8,1,2,1
7,3,48,86,6,4,4,7,3,8,1
4,3,84,56,4,4,4,6,4,4,1
0,1,91,56,5,5,2,5,10,6,0
1,0,53,76,10,7,0,10,10,5,1
5,2,87,59,7,6,3,5,2,5,1
3,1,94,82,6,6,4,8,10,10,1
1,2,48,92,1,6,1,8,4,10,0
1,3,54,56,9,8,5,3,2,7,1
7,3,76,55,6,8,5,9,6,8,1
5,1,89,55,6,7,0,3,10,5,1
6,0,92,62,9,6,4,10,9,4,1
0,3,59,97,10,4,3,8,1,2,0
0,2,47,62,5,6,4,7,5,5,0
0,2,71,51,6,7,3,9,9,8,1
0,1,86,68,6,6,0,9,7,1,0
7,2,60,100,7,5,5,1,6,6,1
4,0,96,68,9,6,2,1,7,2,1
0,3,80,99,5,4,5,3,9,2,0
4,2,58,87,5,7,3,7,3,8,1
4,2,68,51,4,7,3,3,8,6,1
6,3,97,100,10,4,0,3,1,6,1
0,1,70,75,4,7,0,4,10,6,1
2,2,93,55,8,6,1,8,6,9,1
3,1,45,69,2,7,5,1,9,3,0
1,1,43,72,10,6,5,4,1,2,0
4,2,82,64,8,7,0,4,5,5,1
5,0,68,55,2,6,4,8,8,6,0
5,1,81,77,1,6,3,7,10,9,1
3,2,42,84,10,4,2,4,6,9,1
5,1,40,60,9,4,0,8,6,2,1
2,3,83,57,8,8,3,3,3,9,1
5,0,94,99,6,4,2,10,8,9,1
1,0,54,98,4,6,1,7,1,6,0
1,3,86,100,2,6,4,9,4,1,0
4,3,60,100,8,7,1,6,8,8,1
0,1,85,73,3,7,0,4,6,8,1
6,3,97,70,10,8,4,4,9,8,1
2,0,70,98,4,6,1,1,1,8,1
4,3,46,85,5,8,3,6,2,10,1
2,2,56,56,4,6,0,3,1,5,1
0,2,95,54,8,4,5,3,4,2,0
7,1,58,78,9,7,1,1,9,9,1
5,0,78,65,1,8,4,7,4,6,0
5,2,99,55,2,5,4,9,9,3,0
6,3,42,63,4,6,5,3,6,1,1
0,2,69,51,1,4,2,7,5,5,0
4,2,74,74,6,5,4,9,10,4,1
6,1,97,80,5,4,4,3,4,4,1
0,3,96,99,7,4,0,9,10,9,1
3,3,68,99,6,6,4,2,2,6,1
1,3,89,62,3,4,2,3,8,8,1
6,1,91,67,5,8,4,4,3,9,1
6,3,93,66,3,5,2,7,1,1,1
4,3,53,94,9,4,3,9,10,7,1
2,2,74,77,2,4,2,1,7,7,1
3,2,67,61,6,7,0,9,8,9,1
4,3,97,84,9,7,1,10,7,1,1
0,0,69,71,10,8,5,5,4,2,0
0,0,65,88,7,7,1,4,8,6,1
0,3,46,50,5,4,3,6,10,4,0
7,0,78,86,2,4,0,10,4,5,0
0,1,70,70,2,5,3,5,5,5,0
2,2,44,50,4,7,3,5,8,10,1
3,1,74,53,10,6,4,5,2,1,0
5,2,89,81,2,7,4,8,10,1,1
1,0,86,50,8,4,0,10,8,7,0
2,0,91,62,10,5,1,8,5,3,0
2,3,53,95,7,7,2,10,5,5,1
7,0,75,96,7,5,4,4,7,8,1
5,0,66,66,3,7,0,9,4,5,0
5,3,63,61,7,8,0,8,3,10,1
1,3,79,56,8,4,1,6,6,9,1
1,2,68,100,5,4,0,2,6,4,1
5,0,92,52,1,6,5,9,10,7,0
0,2,84,99,1,4,0,6,6,8,1
2,2,61,75,4,6,1,8,7,7,1
4,1,47,80,2,4,4,6,4,4,0
1,0,54,85,7,7,1,5,3,8,0
7,0,88,75,3,7,3,7,3,10,1
7,1,44,52,4,8,4,4,3,10,1
1,2,91,93,9,7,3,10,2,10,1
5,0,43,77,2,5,0,3,6,4,0
3,2,50,93,8,7,3,7,1,10,1
4,1,57,66,1,6,1,2,6,8,1
4,3,81,87,3,8,1,10,8,8,1
1,2,88,96,4,5,2,3,6,4,1
0,0,69,79,6,5,5,1,2,5,0
3,3,54,51,1,4,0,1,7,5,1
4,2,45,57,8,6,1,2,3,5,1
1,2,94,63,2,7,4,1,9,3,1
7,3,92,86,5,7,1,2,8,2,1
4,3,55,84,6,4,4,1,6,1,1
6,3,86,91,8,7,0,3,1,3,1
3,0,79,88,3,5,5,9,2,9,0
3,0,48,60,9,7,2,9,8,7,1
6,2,82,64,5,7,2,8,6,2,1
2,2,98,51,8,5,3,9,1,8,0
7,1,73,86,4,6,1,4,9,8,1
6,0,66,92,9,6,0,8,8,7,1
5,2,52,81,8,5,3,5,2,6,1
5,3,75,89,5,5,0,4,10,2,1
1,3,66,62,3,8,0,4,5,4,1
3,0,48,92,1,8,3,2,3,1,0
2,3,44,66,5,7,0,10,1,7,1
2,1,90,64,5,7,3,9,7,2,0
4,2,61,82,4,8,5,9,9,6,1
4,2,70,100,10,7,1,1,7,9,1
6,2,42,65,10,6,3,4,3,5,1
2,0,69,100,8,6,1,9,6,5,1
6,3,60,62,3,4,2,4,3,4,1
7,1,74,71,10,8,3,2,4,1,1
6,0,45,72,9,6,5,2,1,4,0
4,2,67,85,3,4,2,10,2,9,0
3,1,71,92,4,5,3,9,1,9,0
6,2,81,99,6,6,0,4,10,7,1
0,2,76,99,9,4,2,1,2,4,1
3,0,64,59,10,7,4,1,4,9,1
2,2,71,66,2,4,4,1,6,5,0
2,1,74,79,2,6,4,8,8,10,0
6,2,61,62,2,7,2,1,10,2,1
3,3,63,79,5,7,1,5,9,9,1
4,2,78,95,6,4,3,9,10,6,1
4,0,93,79,3,4,0,4,7,5,1
5,1,69,56,3,6,0,9,4,10,1
2,0,89,59,2,7,2,5,7,8,0
1,3,71,84,6,8,4,9,1,2,0
5,2,70,51,1,4,5,2,10,5,1
4,0,62,79,9,8,0,8,6,10,1
3,0,79,68,10,8,5,7,1,8,0
7,0,72,88,4,7,5,7,8,4,1
4,0,64,86,2,6,0,3,4,10,1
3,3,75,52,6,8,1,10,8,10,1
5,3,63,74,5,6,0,2,8,9,1
2,2,70,83,3,4,0,10,2,7,0
4,2,97,71,3,7,3,1,6,7,1
6,1,78,87,5,5,0,1,10,9,1
3,3,85,63,4,7,3,7,4,3,1
2,0,52,88,5,5,4,9,3,3,0
7,0,49,51,2,4,1,1,9,10,1
7,1,62,81,1,6,5,10,10,7,1
1,0,57,92,5,4,0,4,9,2,0
3,1,71,52,1,7,1,2,2,10,1
5,2,72,90,3,5,5,8,5,3,0
1,3,75,57,8,5,1,9,10,6,1
1,1,67,75,8,7,5,3,10,9,1
0,0,55,81,9,7,5,3,7,4,0
4,1,55,60,1,4,1,7,9,5,0
3,2,57,99,4,8,2,9,8,6,1
1,0,47,50,6,5,3,7,10,3,0
0,2,81,64,7,7,5,7,4,2,0
5,2,55,53,5,4,5,2,3,4,0
2,1,94,53,7,8,5,1,1,6,0
6,2,95,77,10,6,5,2,1,4,1
6,0,50,59,8,7,1,6,9,8,1
3,2,45,60,10,8,5,10,4,9,1
1,2,40,99,6,6,4,8,8,8,1
6,1,51,72,4,6,0,8,4,7,1
4,2,96,96,1,4,5,6,6,2,0
6,3,77,52,5,5,1,2,4,10,1
6,1,67,88,10,7,5,9,2,2,1
6,1,84,88,10,8,1,10,1,10,1
7,0,97,66,10,6,5,4,8,5,1
0,0,56,71,4,5,0,5,6,4,0
1,0,40,76,5,6,5,1,1,4,0
4,0,71,65,4,7,4,9,5,4,0
1,3,47,65,9,7,5,10,3,7,0
7,1,93,89,3,4,5,1,2,3,1
3,2,79,52,3,7,1,7,3,2,0
3,0,95,96,10,7,1,9,2,5,1
3,0,82,82,7,7,5,3,10,6,1
5,0,85,91,2,5,4,2,2,8,0
6,2,63,51,9,8,1,10,1,3,1
5,0,49,88,8,8,4,8,3,4,0
0,2,86,95,6,7,1,4,3,4,1
3,1,78,97,9,8,0,1,4,4,1
7,1,78,76,3,7,4,8,3,7,1
4,1,49,64,4,8,0,6,8,4,1
1,3,75,56,7,8,0,6,4,7,1
6,2,64,94,1,6,1,4,10,4,1
2,0,99,91,1,5,4,6,1,10,0
4,0,89,58,1,6,2,2,2,8,0
6,0,98,90,8,6,0,6,7,5,1
5,0,96,55,6,8,0,2,6,2,1
5,3,49,61,3,4,0,6,9,9,1
4,0,58,79,10,4,1,9,6,9,1
5,3,85,69,7,5,1,7,2,1,1
3,2,84,69,6,7,0,4,8,5,1
0,1,54,95,5,8,5,1,9,3,0
1,0,55,76,3,5,1,9,5,10,0
0,1,41,69,4,6,1,1,6,5,0
6,2,68,56,1,8,1,5,4,4,1
1,2,43,89,9,6,3,7,2,3,0
7,0,92,89,5,5,4,10,5,7,0
1,2,89,79,2,4,1,10,5,5,0
0,1,68,57,9,5,3,6,1,1,0
4,0,70,51,7,8,3,3,5,4,0
1,3,56,63,8,8,1,8,1,1,1
7,0,49,59,3,7,5,7,3,3,0
7,1,66,99,7,4,3,9,9,10,1
7,0,92,67,1,8,2,1,4,10,1
0,0,80,67,6,4,3,8,9,5,0
1,1,54,65,10,8,4,4,6,6,1
2,0,99,54,6,4,3,7,1,1,0
4,0,83,80,10,5,1,7,3,10,1
3,1,70,86,6,4,5,4,3,9,0
1,2,60,69,3,6,0,8,4,9,1
7,1,99,72,6,5,2,1,10,1,1
2,0,98,81,3,8,3,5,4,7,0
3,3,97,91,10,8,5,4,8,4,1
3,3,80,66,9,7,2,4,3,2,1
6,1,85,62,7,6,4,3,4,2,1
1,3,84,98,4,7,3,1,3,6,1
0,0,99,99,3,5,3,5,7,6,0
1,0,65,62,6,7,2,8,6,5,0
2,1,77,66,9,5,3,10,1,3,0
3,0,90,64,3,7,3,6,10,7,1
1,2,75,75,8,4,0,1,1,3,1
0,0,91,93,6,5,2,5,6,7,0
6,1,56,77,4,5,1,6,3,2,0
1,2,90,91,5,4,1,9,9,8,1
4,2,42,94,3,4,4,9,2,2,0
6,3,53,79,2,6,0,5,3,2,1
0,0,88,92,9,4,2,3,9,4,1
2,1,52,84,3,7,2,6,6,10,1
3,3,80,71,6,4,0,8,1,1,1
1,3,66,59,5,4,0,5,2,7,1
0,0,40,60,10,5,4,8,7,2,0
6,0,96,87,8,5,1,1,6,6,1
4,1,56,82,5,4,5,8,1,5,0
0,3,87,55,8,6,2,2,10,5,1
5,1,89,86,5,5,5,7,2,4,0
7,3,73,56,10,7,0,2,6,5,1
4,3,53,93,6,7,2,3,6,9,1
6,3,93,61,5,4,1,5,6,1,1
2,0,94,56,2,4,2,10,9,2,0
3,3,98,51,10,6,5,7,2,7,1
6,3,56,50,10,4,2,9,10,9,1
7,3,42,72,6,8,0,5,10,3,1
2,2,73,74,7,8,0,1,9,6,1
1,0,79,67,3,4,0,3,9,5,0
0,2,64,93,3,8,1,5,10,9,1
5,0,41,56,7,7,3,3,9,9,1
4,1,73,100,10,4,1,8,9,10,1
4,2,65,52,4,7,0,8,3,3,1
0,1,70,78,2,7,4,1,10,10,1
5,3,48,59,9,8,2,8,9,10,1
0,1,69,92,9,6,2,4,10,2,1
1,1,59,54,6,7,5,6,9,10,0
7,1,60,83,2,8,2,10,3,4,0
2,1,68,57,3,6,5,8,4,9,0
6,0,98,63,5,8,2,2,4,3,1
4,2,64,89,5,8,4,8,4,4,1
1,0,77,55,9,4,5,7,7,2,0
2,0,97,50,10,5,0,4,5,1,1
1,0,83,82,3,6,3,5,7,5,0
5,1,64,89,2,8,2,6,6,4,1
4,0,48,60,10,7,5,3,7,10,1
6,2,78,99,8,7,3,2,8,2,1
0,0,83,73,7,5,5,2,6,6,0
0,3,65,59,9,6,1,4,9,5,1
2,1,96,93,3,4,1,7,4,1,0
6,3,76,72,6,6,2,1,5,10,1
7,2,55,65,5,7,0,1,9,3,1
3,2,76,86,5,7,4,4,9,4,1
5,2,51,65,10,4,5,9,2,1,0
2,2,63,93,8,4,2,5,2,8,1
3,0,65,80,1,7,1,1,9,3,1
1,1,59,55,1,8,1,3,6,5,0
5,2,48,79,3,8,5,6,8,3,0
1,3,62,86,2,4,5,3,8,4,0
7,2,78,50,2,8,5,6,8,9,1
6,1,68,100,2,4,3,6,5,3,0
4,3,70,91,4,6,4,5,10,8,1
5,3,58,74,1,6,5,10,4,6,0
3,3,59,95,10,6,5,5,3,6,1
7,0,62,70,9,4,2,9,4,1,0
4,2,82,84,5,4,0,3,8,7,1
0,0,66,87,5,8,3,10,4,4,0
3,3,69,54,9,8,4,7,8,8,1
2,0,60,98,5,8,3,4,8,9,1
0,0,83,99,8,5,5,2,1,2,0
7,0,74,61,1,4,0,10,9,8,1
0,2,88,54,1,6,5,3,3,8,0
2,3,46,58,4,6,1,3,6,6,1
5,3,61,93,8,5,5,3,3,3,1
0,2,49,58,3,5,2,3,9,5,0
6,0,62,84,1,6,2,10,1,2,0
3,0,54,50,9,4,0,6,7,6,1
4,1,69,96,9,6,5,6,5,3,1
0,1,73,59,9,6,2,9,3,4,0
3,1,52,95,9,5,2,8,7,9,1
1,2,99,88,2,5,5,10,1,10,0
3,3,43,85,4,8,3,7,6,5,1
4,1,57,86,2,5,0,2,7,7,1
3,3,95,97,7,6,3,10,9,9,1
2,3,62,84,3,8,2,2,9,5,1
7,3,72,66,9,6,5,1,7,1,1
4,2,73,62,7,4,4,7,5,2,0
7,2,73,55,8,4,5,7,7,3,1
5,2,75,86,9,5,4,1,1,3,1
7,2,74,97,8,8,3,6,7,1,1
1,1,56,81,7,7,1,7,10,9,1
2,0,67,60,9,4,5,1,4,9,0
5,0,53,66,1,4,1,6,2,4,0
3,0,73,54,4,4,0,10,6,9,0
4,1,87,55,4,4,4,9,7,4,0
1,0,50,59,5,5,4,1,7,8,0
2,1,96,82,8,8,3,2,8,3,1
5,1,52,79,10,4,5,2,5,9,1
5,1,72,70,1,5,2,10,10,4,0
1,0,96,91,6,8,0,3,10,8,1
6,3,94,66,9,8,3,4,8,2,1
3,0,41,76,10,7,1,7,4,7,1
1,0,73,52,8,6,5,3,10,2,0
5,2,92,78,2,4,2,7,1,5,1
0,1,68,51,7,5,0,5,8,9,1
2,3,76,78,5,8,5,5,4,5,1
1,2,43,98,2,7,2,7,5,4,0
6,3,51,85,1,6,1,7,4,8,1
5,3,65,83,2,8,3,7,7,5,1
3,1,97,86,10,8,3,9,10,9,1
7,0,67,91,6,4,4,1,3,9,1
5,1,42,50,8,6,5,1,2,2,0
3,1,59,75,3,6,3,3,10,10,1
1,2,49,50,5,5,4,6,2,9,0
3,1,91,53,2,7,3,2,7,8,1
4,0,57,88,8,5,0,9,10,10,1
4,3,92,63,4,7,5,1,6,7,1
4,1,92,95,10,5,1,5,2,6,1
6,3,92,67,6,7,5,7,8,4,1
6,1,66,83,3,4,5,10,6,7,0
0,3,70,50,8,7,2,3,8,6,1
6,1,66,71,8,5,1,2,6,8,1
7,2,81,65,3,6,1,3,4,1,1
1,3,40,71,9,8,4,7,8,3,1
5,1,45,99,10,7,4,1,4,8,1
5,1,50,65,5,7,0,8,6,2,1
0,2,73,77,10,6,2,3,5,9,1
6,2,78,77,9,4,3,5,4,2,1
7,2,59,71,7,5,3,10,7,9,1
3,3,92,55,10,4,1,5,8,7,1
0,3,60,74,3,7,5,6,6,4,0
7,2,60,91,6,7,0,7,1,3,1
3,0,57,51,10,4,5,1,7,8,0
7,0,60,56,2,5,2,6,4,10,0
3,1,58,66,6,7,3,2,2,7,1
2,0,43,84,5,7,1,10,3,10,0
7,1,52,69,3,4,0,3,10,1,1
5,3,57,93,7,8,2,5,4,7,1
4,3,91,51,4,6,5,1,7,1,1
6,0,68,56,6,7,1,7,9,1,1
3,3,64,81,9,5,1,1,10,5,1
2,2,95,98,6,8,5,8,6,10,1
7,2,52,68,4,4,0,6,10,5,1
5,0,66,61,10,4,0,1,5,2,1
4,0,99,58,2,5,0,7,9,7,1
3,1,58,76,9,8,0,10,8,3,1
7,3,88,63,4,5,2,3,8,1,1
7,1,40,51,4,7,0,7,8,7,1
3,1,77,70,2,8,0,8,8,4,1
0,2,58,53,5,6,0,10,8,4,0
0,2,91,100,6,6,2,3,10,3,1
5,2,40,70,10,5,3,5,10,7,1
4,2,79,97,6,6,1,10,7,2,1
3,1,56,71,3,5,4,2,2,7,0
5,2,60,98,9,7,5,2,2,10,1
5,3,61,51,7,7,1,1,5,8,1
1,2,54,66,3,5,2,3,6,2,0
7,2,89,68,4,7,5,4,9,8,1
6,2,78,89,7,6,0,3,1,7,1
7,0,87,73,8,7,2,8,7,10,1
0,3,78,69,6,6,3,1,7,8,1
4,3,71,87,4,6,4,5,8,3,1
7,1,88,61,2,4,3,7,1,6,0
3,1,43,74,10,7,0,9,10,1,1
5,2,83,72,8,7,2,1,4,7,1
3,0,84,99,1,5,2,9,10,4,0
1,1,71,83,9,5,0,9,5,4,0
4,1,43,81,8,8,0,4,2,9,1
5,2,92,100,3,6,4,10,2,7,1
3,2,40,73,10,4,3,5,4,8,1
0,1,72,91,4,6,0,6,3,6,0
6,1,46,74,10,7,0,4,7,2,1
1,3,48,52,4,8,3,6,7,3,0
4,0,40,74,2,6,0,5,2,4,0
1,3,55,77,10,8,5,3,5,2,1
0,1,57,61,5,6,4,3,5,1,0
4,3,93,75,3,7,4,9,8,9,1
1,3,86,97,1,7,3,5,8,10,1
2,1,45,93,2,6,1,3,4,2,0
0,2,41,57,7,4,4,8,10,5,0
0,1,48,54,1,7,2,8,1,7,0
0,2,43,60,2,5,2,3,6,2,0
2,1,84,91,10,4,1,7,7,6,1
2,1,62,84,7,6,4,9,1,10,0
3,1,93,76,1,4,0,3,8,8,1
5,0,82,90,7,5,5,8,9,7,0
6,2,84,93,8,7,1,1,8,6,1
1,0,82,87,2,7,0,3,3,8,0
3,1,90,68,4,7,5,4,9,2,0
1,3,47,97,7,5,2,3,10,4,1
6,0,78,81,1,4,5,9,3,4,0
5,2,64,95,6,6,1,10,4,7,1
2,1,55,77,5,6,4,5,6,7,0
5,0,74,85,6,4,2,3,7,3,1
2,3,56,67,8,7,4,3,8,4,1
6,0,57,59,1,6,0,2,7,1,1
5,2,99,81,3,7,4,10,3,8,1
3,0,66,67,9,8,5,6,2,4,0
4,3,54,61,8,8,1,9,2,5,1
3,3,99,100,4,6,0,7,9,5,1
1,2,56,57,10,4,1,2,7,1,1
3,3,82,82,9,4,5,9,7,1,1
6,1,44,95,7,4,0,3,5,7,1
0,3,55,87,2,7,1,7,6,1,0
1,1,54,63,1,8,2,10,7,9,0
5,0,81,51,1,7,1,7,9,6,1
1,1,85,58,3,5,2,4,10,1,0
4,1,73,93,10,5,5,4,4,1,0
2,0,87,54,2,6,3,2,6,5,0
5,3,58,83,4,5,4,2,1,3,1
7,1,47,68,8,4,0,2,7,8,1
1,3,86,56,5,6,4,5,4,8,1
5,0,49,88,5,8,5,3,2,10,0
5,2,44,91,6,8,2,10,4,8,1
5,3,91,66,5,5,2,7,8,6,1
2,3,87,75,5,5,2,7,2,5,1
7,2,92,95,7,8,1,6,1,5,1
6,2,65,76,6,5,4,8,1,6,1
3,0,61,92,10,5,2,4,7,6,1
5,3,83,77,2,7,3,9,7,10,1
0,3,62,69,1,8,5,10,4,9,0
6,0,52,55,1,8,2,10,5,7,0
4,3,48,57,4,5,4,5,5,6,0
2,1,88,81,2,4,2,4,7,10,1
1,1,59,68,6,7,2,3,3,7,0
2,1,67,81,9,4,0,9,5,3,1
1,3,83,68,10,5,2,4,7,2,1
2,1,96,73,10,8,4,9,7,10,1
1,1,76,73,8,4,5,1,9,7,1
5,0,63,66,4,6,0,5,4,3,1
3,0,83,67,2,4,0,1,1,4,0
1,2,72,61,1,8,2,9,5,2,0
7,2,59,90,7,5,2,7,4,5,1
1,2,99,72,10,4,3,10,3,5,1
0,2,87,97,3,5,4,9,7,10,0
1,0,69,67,6,7,5,5,9,10,0
0,0,83,65,5,6,4,10,4,1,0
4,0,48,65,5,8,1,9,6,4,0
5,1,84,85,2,8,5,4,1,3,0
0,1,88,72,9,5,1,3,1,7,1
3,2,56,71,4,6,4,2,3,5,1
6,1,75,88,10,8,2,4,5,6,1
5,3,53,82,1,4,0,3,6,2,1
0,0,58,73,2,8,3,9,9,1,0
5,2,46,69,9,4,2,8,9,3,1
7,2,98,82,7,8,5,1,10,10,1
5,3,42,80,10,4,5,2,1,3,1
5,1,72,89,2,7,0,3,2,10,1
4,2,83,57,7,5,5,6,8,7,1
3,1,71,59,4,7,4,5,5,7,0
2,1,86,50,10,4,5,5,3,10,0
2,3,50,70,2,5,2,6,9,6,1
0,2,81,74,4,6,5,8,2,4,0
5,1,41,81,5,4,3,1,7,8,1
0,1,65,95,4,8,5,5,10,10,0
4,3,43,95,3,8,1,6,8,2,1
4,3,56,59,6,6,0,10,2,7,1
1,1,56,100,1,7,2,6,1,1,0
7,3,67,97,8,4,3,9,3,8,1
4,1,69,58,5,8,2,10,8,5,1
